Ignore,Key Address,Key Name,State,Testing Site Name,Facility Type,Testing Site Address,Testing Site Zip,Testing Site Phone Number,Testing Site Hours,Instructions,URL Source,
,"2131 Industrial Parkway, White Oak, MD 20904",MDOT MVA Vehicle Inspection/Emission Center: White Oak,Washington D.C,MDOT MVA Vehicle Inspection/Emission Center: White Oak,Drive-Thru,"2131 Industrial Parkway, White Oak, MD 20904",20904,,,Location is not operational yet,,
,"11760 Baltimore Avenue, Beltsville, MD 20705",MDOT MVA Vehicle Inspection/Emission Center: Beltsville,Washington D.C,MDOT MVA Vehicle Inspection/Emission Center: Beltsville,Drive-Thru,"11760 Baltimore Avenue, Beltsville, MD 20705",20705,,,Location is not operational yet,,
,"10251 Central Avenue, Upper Marlboro, MD 20772",MDOT MVA Vehicle Inspection/Emission Center: Upper Marlboro,Washington D.C,MDOT MVA Vehicle Inspection/Emission Center: Upper Marlboro,Drive-Thru,"10251 Central Avenue, Upper Marlboro, MD 20772",20772,,,Location is not operational yet,,
,"7401 Jefferson Avenue, Hyattsville, MD 20785",MDOT MVA Vehicle Inspection/Emission Center: Hyattsville,Washington D.C,MDOT MVA Vehicle Inspection/Emission Center: Hyattsville,Drive-Thru,"7401 Jefferson Avenue, Hyattsville, MD 20785",20785,,,Location is not operational yet,,
,"7213 Old Alexandria Ferry Road, Clinton, MD 20735",MDOT MVA Vehicle Inspection/Emission Center: Clinton,Washington D.C,MDOT MVA Vehicle Inspection/Emission Center: Clinton,Drive-Thru,"7213 Old Alexandria Ferry Road, Clinton, MD 20735",20735,,,Location is not operational yet,,
,"900 23rd Street, NW, Washington, DC 20037",George Washington University Hospital: Foggy Bottom Campus,Washington D.C,George Washington University Hospital: Foggy Bottom Campus,Drive-Thru,"900 23rd Street, NW, Washington, DC 20037",20037,(202) 715-4000,Call to confirm,"To be tested at this facility, you must have a doctor's referral",https://www.wusa9.com/article/news/health/coronavirus/heres-a-list-of-testing-centers-across-the-dmv-area/65-d8542f08-ad11-450a-941d-ab56ca9b68a5,
,"900 23rd St NW, Washington, DC 20037",George Washington University Hospital,Washington D.C,George Washington University Hospital,Drive-Thru,"900 23rd St NW, Washington, DC 20037",20037,(202) 715-4000,Call to confirm,"To qualify for COVID-19 testing from our institution, you must have a doctor's referral upon arrival. If you are experiencing an emergency, please call our emergency department before arrival. There will be tents set up in Foggy Bottom campus for suspected COVID-19 patients. Tents are designed to separate emergency cases from COVID-19 cases and free up hospital beds. Critical patients are immediately hospitalized.",https://www.washingtonpost.com/dc-md-va/2020/03/18/coronavirus-dc-maryland-virginia-updates/,
,"Trinity Washington University, 125 Michigan Ave NEWashington, DC 20017",Children's National Hospital,Washington D.C,Children's National Hospital,Drive-Thru,"Trinity Washington University, 125 Michigan Ave NE Washington, DC 20017",20017,(888) 884-2327,check with facility,"Children’s National is providing drive-up/walk up COVID-19 test collection only for pediatric patients (up to age 22) who have a physician’s referral. If you think your child needs to be tested, please ask your child’s physician for a referral. Referred patients will get paperwork and directions to access the site.",https://www.wusa9.com/article/news/health/coronavirus/heres-a-list-of-testing-centers-across-the-dmv-area/65-d8542f08-ad11-450a-941d-ab56ca9b68a5,
,"1429 N. Quincy Street, Arlington, VA 22207",Virginia Hospital Center (VHC),Virginia,Virginia Hospital Center (VHC),Drive-Thru,"1429 N. Quincy Street, Arlington, VA 22207",22207,(703) 558-5766,"9 am - 3 pm, Weekdays","Samples will be collected from Arlington residents, Arlington County Government employees and Arlington Public Schools employees, and patients of VHC Medical Staff.  Once they have received a physician’s order, patients should call the VHC COVID-19 Scheduling Line at 703-558-5766 between the hours of 8:30 am and 3:00 pm. Patients must schedule an appointment before visiting the collection site.",https://www.virginiahospitalcenter.com/AboutUs/News/releases.aspx?story=12669,
,"1933 Edwin Drive, Chesapeake, VA 23322",Sentara Edinburgh Diagnostic Center,Virginia,Sentara Edinburgh Diagnostic Center,Drive-Thru,"1933 Edwin Drive, Chesapeake, VA 23322",23322,(757) 252-5815,"10 am - 6 pm, Every day","Patients must have any two of the following symptoms: A cough, shortness of breath, or a fever of 100.4 degrees and higher. They must also have either traveled internationally, traveled to an area with a known outbreak, or been in contact with someone who has a confirmed or suspected case of COVID-19. They also must either be older than 60, or have additional health issues. Those who pass initial screenings will be screened even further by a healthcare provider.",https://www.pilotonline.com/news/health/vp-nw-coronavirus-sentara-screening-20200316-hyox4zkuhbeqplk4cop7kkzjxe-story.html,
,"2025 Glenn Mitchell Drive, Virginia Beach, VA 23456",Sentara Princess Anne Hospital,Virginia,Sentara Princess Anne Hospital,Drive-Thru,"2025 Glenn Mitchell Drive, Virginia Beach, VA 23456",23456,(757) 507-1000,"10 am - 6 pm, Every day","Patients must have any two of the following symptoms: A cough, shortness of breath, or a fever of 100.4 degrees and higher. They must also have either traveled internationally, traveled to an area with a known outbreak, or been in contact with someone who has a confirmed or suspected case of COVID-19. They also must either be older than 60, or have additional health issues. Those who pass initial screenings will be screened even further by a healthcare provider.",https://www.pilotonline.com/news/health/vp-nw-coronavirus-sentara-screening-20200316-hyox4zkuhbeqplk4cop7kkzjxe-story.html,
,"100 Sentara Circle, Williamsburg, VA 23188",Sentara Williamsburg Regional Medical Center,Virginia,Sentara Williamsburg Regional Medical Center,Drive-Thru,"100 Sentara Circle, Williamsburg, VA 23188",23188,(757) 984-6000,"10 am - 6 pm, Every day","Patients must have any two of the following symptoms: A cough, shortness of breath, or a fever of 100.4 degrees and higher. They must also have either traveled internationally, traveled to an area with a known outbreak, or been in contact with someone who has a confirmed or suspected case of COVID-19. They also must either be older than 60, or have additional health issues. Those who pass initial screenings will be screened even further by a healthcare provider.",https://www.pilotonline.com/news/health/vp-nw-coronavirus-sentara-screening-20200316-hyox4zkuhbeqplk4cop7kkzjxe-story.html,
,"115 Porter Dr, Middlebury, VT 05753",Porter Hospital,Vermont,Porter Hospital,Drive-Thru,"115 Porter Dr, Middlebury, VT 05753",5753,(802) 388-4701,11 am - 2 pm Monday - Friday,Only patients with a referral from a physician can be tested right now. High risk patients and healthcare workers are being given first priority.,https://www.portermedical.org/coronavirus-covid-19-information-updates/,
,"100 Hospital Dr, Bennington, VT 05201",Southwestern Vermont Medical Center,Vermont,Southwestern Vermont Medical Center,Drive-Thru,"100 Hospital Dr, Bennington, VT 05201",5201,(802) 442-6361,Call to confirm,Only patients with a referral from a physician can be tested right now. High risk patients and healthcare workers are being given first priority.,https://www.vpr.org/post/vermont-coronavirus-updates-monday-march-9#stream/0,
,"105 Pearl St, Essex Junction, VT 05452",Champlain Valley Expo,Vermont,Champlain Valley Expo,Drive-Thru,"105 Pearl St, Essex Junction, VT 05452",5452,(802) 878-5545,10 am - 4 pm,Only patients with a referral from a physician can be tested right now. High risk patients and healthcare workers are being given first priority.,https://www.vpr.org/post/drive-thru-swab-then-lab-how-uvmmcs-covid-19-testing-works#stream/0,
,"75 Park St, Elizabethtown, NY 12932",University of Vermont Health Network - Elizabethtown Community Hospital,Vermont,University of Vermont Health Network - Elizabethtown Community Hospital,Drive-Thru,"75 Park St., Elizabethtown, NY 12932",12932,(518) 873-6377,24 hours,Only patients with a referral from a physician can be tested right now. High risk patients and healthcare workers are being given first priority.,https://www.uvmhealth.org/pages/coronavirus.aspx,
,"935 N 1000 W Tremonton, UT 84337",Bear River Clinic,Utah,Bear River Clinic,Clinic,"935 N 1000 W Tremonton, UT 84337",84337,(844) 442-5224,"9 am - 5 pm, Monday - Friday; 9 am - 12 pm, Saturday","Before visiting one of our testing locations, please call the COVID-19 Hotline at 844-442-5224. Calling ahead allows a medical professional to assess your symptoms over the phone and determine if you should be tested for COVID-19. To test whether or not you have COVID-19, a sample will be taken by swabbing deep inside your nose or throat, which can be uncomfortable or even painful. These samples are tested at an offsite location, and results may take several days to process before you can learn of your results. The standard cost for community testing is $87. However, with the passing of the Families First Coronavirus Response Act, everyone will be covered for COVID-19 testing and related exam costs, regardless of insurance status. Any co-pays or in-network requirements are also waived.",https://intermountainhealthcare.org/covid19-coronavirus/get-testing/,
,"4088 N Hwy 91 Hyde Park, UT 84318",North Cache Valley InstaCare,Utah,North Cache Valley InstaCare,Clinic,"4088 N Hwy 91 Hyde Park, UT 84318",84318,(844) 442-5224,9 am - 5 pm,"Before visiting one of our testing locations, please call the COVID-19 Hotline at 844-442-5224. Calling ahead allows a medical professional to assess your symptoms over the phone and determine if you should be tested for COVID-19. To test whether or not you have COVID-19, a sample will be taken by swabbing deep inside your nose or throat, which can be uncomfortable or even painful. These samples are tested at an offsite location, and results may take several days to process before you can learn of your results. The standard cost for community testing is $87. However, with the passing of the Families First Coronavirus Response Act, everyone will be covered for COVID-19 testing and related exam costs, regardless of insurance status. Any co-pays or in-network requirements are also waived.",https://intermountainhealthcare.org/covid19-coronavirus/get-testing/,
,"2075 N University Park Blvd Layton, UT 84041",Layton Clinic,Utah,Layton Clinic,Clinic,"2075 N University Park Blvd Layton, UT 84041",84041,(844) 442-5224,"9 am - 5 pm, Monday - Friday","Before visiting one of our testing locations, please call the COVID-19 Hotline at 844-442-5224. Calling ahead allows a medical professional to assess your symptoms over the phone and determine if you should be tested for COVID-19. To test whether or not you have COVID-19, a sample will be taken by swabbing deep inside your nose or throat, which can be uncomfortable or even painful. These samples are tested at an offsite location, and results may take several days to process before you can learn of your results. The standard cost for community testing is $87. However, with the passing of the Families First Coronavirus Response Act, everyone will be covered for COVID-19 testing and related exam costs, regardless of insurance status. Any co-pays or in-network requirements are also waived.",https://intermountainhealthcare.org/covid19-coronavirus/get-testing/,
,"1600 W Antelope Drive, Layton, Utah 84041",Davis Hospital and Medical Center,Utah,Davis Hospital and Medical Center,Drive-Thru,"1600 W Antelope Drive, Layton, Utah 84041",84041,(801) 807-1000,"9 am - 5 pm, Monday - Friday",Patients must be referred by their primary care physician to get tested. They will receive the results of the test within 72 hours.,https://www.davishospital.org/newsroom/2020-03-14/covid-19-drive-through-testing-davis-hospital,
